Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
b0202		0.7422075961820997	Output		b0202			ileV		Basal machinery		[]	False	False	False	False
deoA		0.8612875420592577	Output		b4382	948901	P07650	JW4345,tpp,ttg	DeoA	Intermodular	P07650	['GO:0004645', 'GO:0009032']	False	False	False	False
mazF	0.5185545017234681	0.6965858104755803	Middle	-0.45145935210560023	b2782	947252	P0AE70	chpAK,chpA,JW2753	MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity	M37.2	P0AE70	['GO:0003677', 'GO:0140677', 'GO:0042803', 'GO:0044877', 'GO:0003723', 'GO:0004521']	False	False	False	False
mazG		0.6085491220091224	Output		b2781	947254	P0AEY3	JW2752	nucleoside triphosphate pyrophosphohydrolase	M37.2	P0AEY3	['GO:0005524', 'GO:0047693', 'GO:0046872', 'GO:0047429']	False	False	False	False
deoD		0.8612875420592577	Output		b4384	945654	P0ABP8	JW4347,pup	purine nucleoside phosphorylase	Intermodular	P0ABP8	['GO:0047975', 'GO:0042802', 'GO:0004731']	False	False	False	False
b3971		0.7422075961820997	Output		b3971			rrfB		Basal machinery		[]	False	False	False	False
guaB		0.8568065552460549	Output		b2508	946985	P0ADG7	JW5401,guaR	GuaB	M37.10	P0ADG7	['GO:0005524', 'GO:1990829', 'GO:0097216', 'GO:0042802', 'GO:0003938', 'GO:0046872', 'GO:0003697']	False	False	False	False
guaA		0.8568065552460549	Output		b2507	947334	P04079	JW2491	GMP synthetase	M37.10	P04079	['GO:0005524', 'GO:0003922', 'GO:0003921', 'GO:0042802']	False	False	False	False
nrfF		0.6917462276511551	Output		b4075	948578	P32711	JW4036,yjcM	activator of formate-dependent nitrite reductase complex	Intermodular	P32711	['GO:0046872']	False	False	False	False
nrfG		0.6917462276511551	Output		b4076	948592	P32712	JW4037,yjcN	NrfG	Intermodular	P32712	[]	False	False	False	False
nrfD		0.6917462276511551	Output		b4073	948580	P32709	JW4034,yjcK	formate dependent nitrate reductase - NrfD subunit	Intermodular	P32709	[]	False	False	False	False
nrfE		0.6917462276511551	Output		b4074	948579	P32710	yjcL,JW4035	formate-dependent nitrite reductase; possible assembly function	Intermodular	P32710	['GO:0020037', 'GO:0015232']	False	False	False	False
nrfC		0.6917462276511551	Output		b4072	948581	P0AAK7	JW4033,yjcJ	formate-dependent nitrite reductase, 4Fe-4S subunit	Intermodular	P0AAK7	['GO:0051539', 'GO:0046872', 'GO:0042279']	False	False	False	False
nrfA		0.6917462276511551	Output		b4070	948571	P0ABK9	JW4031	formate dependent nitrite reductase - NrfA subunit	Intermodular	P0ABK9	['GO:0005509', 'GO:0020037', 'GO:0005506', 'GO:0016966', 'GO:0042279']	False	False	False	False
b0670		0.8533171258317523	Output		b0670			glnU		Basal machinery		[]	False	False	False	False
b0672		0.8533171258317523	Output		b0672			leuW		Basal machinery		[]	False	False	False	False
b0673		0.8533171258317523	Output		b0673			metT		Basal machinery		[]	False	False	False	False
gltX		0.8300146243317186	Output		b2400	946906	P04805	JW2395	glutamyl-tRNA synthetase	Basal machinery	P04805	['GO:0005524', 'GO:0004818', 'GO:0000049', 'GO:0008270']	False	False	False	False
ogt		0.843163747211859	Output		b1335	945853	P0AFH0	JW1329	O6-alkylguanine-DNA-alkyltransferase	Basal machinery	P0AFH0	['GO:0003908']	False	False	False	False
infB		0.8591934253662546	Output		b3168	947684	P0A705	JW3137,ssyG	protein chain initiation factor IF2	M37.38	P0A705	['GO:0005525', 'GO:0003924', 'GO:0097216', 'GO:0043024', 'GO:0003743']	False	False	False	False
b3278		0.7422075961820997	Output		b3278			rrsD		Basal machinery		[]	False	False	False	False
b0216		0.8533171258317523	Output		b0216			aspV		Basal machinery		[]	False	False	False	False
xylH		0.27852480524709367	Output		b3568	948083	P0AGI4	JW3540	xylose ABC transporter - membrane subunit	M37.5	P0AGI4	['GO:0022857']	False	False	False	False
flxA		0.8533171258317523	Output		b1566	947392	P77609	JW1558	Qin prophage; predicted protein	Basal machinery	P77609	[]	False	False	False	False
b4007		0.5098695244056789	Output		b4007			rrsE		Basal machinery		[]	False	False	False	False
b0665		0.8533171258317523	Output		b0665			glnV		Basal machinery		[]	False	False	False	False
malH		0.6800434088122208	Output							Intermodular		[]	False	False	False	False
malF		0.6800434088122208	Output		b4033	948532	P02916	JW3993	maltose ABC transporter - membrane subunit	Intermodular	P02916	['GO:0015423']	False	False	False	False
malG		0.6800434088122208	Output		b4032	948530	P68183	JW3992	maltose ABC transporter - membrane subunit	Intermodular	P68183	['GO:0015423']	False	False	False	False
b4009		0.5098695244056789	Output		b4009			rrlE		Basal machinery		[]	False	False	False	False
b4008		0.5098695244056789	Output		b4008			gltV		Basal machinery		[]	False	False	False	False
b3798		0.8975416214181454	Output		b3798			leuT		Basal machinery		[]	False	False	False	False
xylF		0.27852480524709367	Output		b3566	948090	P37387	xylT,JW3538	xylose ABC transporter - periplasmic binding protein	M37.5	P37387	['GO:0030246', 'GO:0048029']	False	False	False	False
b3851		0.647757234412884	Output		b3851			rrsA		Basal machinery		[]	False	False	False	False
b0745		0.8533171258317523	Output		b0745			lysW		Basal machinery		[]	False	False	False	False
nusA		0.8591934253662546	Output		b3169	947682	P0AFF6	JW3138	transcription termination/antitermination L factor	M37.38	P0AFF6	['GO:0001000', 'GO:0003700', 'GO:0000166', 'GO:0019904', 'GO:0003723']	True	False	False	False
dnaA	0.8335135405515445	0.853434042121069	Middle	-0.7779787003481118	b3702	948217	P03004	JW3679	chromosomal replication initiator protein DnaA; DNA-binding transcriptional dual regulator	M37.10	P03004	['GO:0005524', 'GO:0016887', 'GO:0003677', 'GO:0003688', 'GO:0042802', 'GO:0008289', 'GO:0043565']	False	False	False	False
truB		0.8591934253662546	Output		b3166	947687	P60340	JW3135,yhbA	tRNA pseudouridine 55 synthase	M37.38	P60340	['GO:0009982', 'GO:0000049', 'GO:0106029', 'GO:0160148']	False	False	False	False
glpQ		0.4957061769482005	Output		b2239	946725	P09394	JW2233	GlpQ	M65	P09394	['GO:0005509', 'GO:0008889', 'GO:0046872']	False	False	False	False
dnaN		0.8527372480649187	Output		b3701	948218	P0A988	JW3678	DnaN	M37.10	P0A988	['GO:0008408', 'GO:0003677', 'GO:0003887', 'GO:0042802', 'GO:0042803']	False	False	False	False
hupA	0.8588478185522418	0.8707765823504939	Middle	-0.9381909009082394	b4000	948499	P0ACF0	JW3964	transcriptional dual regulator HU-&alpha; (HU-2)	M37.1	P0ACF0	['GO:0003677', 'GO:0042802', 'GO:0030527']	False	False	False	False
hupB	0.8588478185522418	0.8763446817506477	Middle	-0.9330714154974924	b0440	949095	P0ACF4	JW0430,hopD	transcriptional dual regulator HU-&beta;, NS1 (HU-1)	M37.1	P0ACF4	['GO:0003677', 'GO:0042802', 'GO:0030527']	False	False	False	False
actP		0.8311961942954931	Output		b4067	948575	P32705	yjcG,JW4028		Basal machinery	P32705	['GO:0015123', 'GO:0043879', 'GO:0015293', 'GO:0015654']	False	False	False	False
b2403		0.8533171258317523	Output		b2403			valY		Basal machinery		[]	False	False	False	False
narS		0.8208148214308674	Output							Basal machinery		[]	False	False	False	False
yfaE		0.7213568604147951	Output		b2236	946729	P0ABW3	JW2230	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	Intermodular	P0ABW3	['GO:0051537', 'GO:0009055', 'GO:0046872']	False	False	False	False
tufB		0.8533171258317523	Output		b3980	948482	P0CE48	JW3943	elongation factor Tu	Basal machinery	P0CE48	['GO:0005525', 'GO:0003924', 'GO:0097216', 'GO:0003723', 'GO:0003746']	False	False	False	False
narI		0.8208148214308674	Output		b1227	945808	P11350	chlI,JW1218	nitrate reductase A, &gamma; subunit	Basal machinery	P11350	['GO:0009055', 'GO:0020037', 'GO:0046872', 'GO:0160182', 'GO:0008940']	False	False	False	False
narH		0.8208148214308674	Output		b1225	945780	P11349	JW1216	nitrate reductase A, &beta; subunit	Basal machinery	P11349	['GO:0051538', 'GO:0051539', 'GO:0009055', 'GO:0046872', 'GO:0160182', 'GO:0008940']	False	False	False	False
narK		0.8208148214308674	Output		b1223	945783	P10903	JW1214	nitrate:nitrite antiporter NarK	Basal machinery	P10903	['GO:0015112', 'GO:0015113', 'GO:0005452']	False	False	False	False
narJ		0.8208148214308674	Output		b1226	945807	P0AF26	JW1217	molybdenum cofactor assembly chaperone subunit (&delta; subunit) of nitrate reductase 1	Basal machinery	P0AF26	['GO:0016530', 'GO:0051082']	False	False	False	False
osmE		0.8544379528133014	Output		b1739	945305	P0ADB1	anr,JW1728	osmotically inducible protein OsmE	Basal machinery	P0ADB1	[]	False	False	False	False
narG		0.8208148214308674	Output		b1224	945782	P09152	narC,JW1215,bisD	nitrate reductase A, &alpha; subunit	Basal machinery	P09152	['GO:0051539', 'GO:0009055', 'GO:0046872', 'GO:0043546', 'GO:0160182', 'GO:0008940']	False	False	False	False
b4010		0.5098695244056789	Output		b4010			rrfE		Basal machinery		[]	False	False	False	False
mglA		0.6766807826585365	Output		b2149	949036	P0AAG8	JW2136	galactose ABC transporter - ATP binding subunit	M37.18	P0AAG8	['GO:0005524', 'GO:0016887', 'GO:0005354', 'GO:0015592']	False	False	False	False
mglC		0.6766807826585365	Output		b2148	949039	P23200	JW2135	galactose ABC transporter - membrane subunit	M37.18	P23200	['GO:0005354', 'GO:0015592']	False	False	False	False
glnL		0.8882131012950691	Output		b3869	948360	P0AFB5	glnR,ntrB,JW3840	NtrB	M37.4	P0AFB5	['GO:0005524', 'GO:0042802', 'GO:0004721', 'GO:0000155', 'GO:0016774', 'GO:0004673', 'GO:0042803']	False	False	False	False
glnA		0.8882131012950691	Output		b3870	948370	P0A9C5	JW3841	GlnA	M37.4	P0A9C5	['GO:0005524', 'GO:0004356', 'GO:0042802', 'GO:0046872']	False	False	False	False
glnG	0.8469101241087437	0.8882131012950691	Middle	0.9878675010441335	b3868	948361	P0AFB8	JW3839,ntrC,glnT	NtrC transcriptional dual regulator	M37.4	P0AFB8	['GO:0005524', 'GO:0016887', 'GO:0000987', 'GO:0001216', 'GO:0000156']	True	False	False	True
b3796		0.8975416214181454	Output		b3796			argX		Basal machinery		[]	False	False	False	False
adhE		0.8681698179350136	Output		b1241	945837	P0A9Q7	JW1228,ana	AdhE	Basal machinery	P0A9Q7	['GO:0008774', 'GO:0004022', 'GO:0120542', 'GO:0008198', 'GO:0042802']	False	False	False	False
pnp		0.8433327978499283	Output		b3164	947672	P05055	JW5851	polynucleotide phosphorylase monomer	Intermodular	P05055	['GO:0000175', 'GO:0035438', 'GO:0042802', 'GO:0000287', 'GO:0004654', 'GO:0003723']	False	False	False	False
glnQ		0.8006909607837275	Output		b0809	945435	P10346	JW0794	glutamine ABC transporter - ATP binding subunit	M37.4	P10346	['GO:0015424', 'GO:0005524', 'GO:0016887', 'GO:0015186']	False	False	False	False
gyrB		0.8518214261965732	Output		b3699	948211	P0AES6	himB,acrB,JW5625,hisU,pcbA,nalC,parA	DNA gyrase, subunit B	Basal machinery	P0AES6	['GO:0005524', 'GO:0008094', 'GO:0003677', 'GO:0034335', 'GO:0003918', 'GO:0046872']	False	False	False	False
mtlR		0.2350505104722802	Output		b3601	948116	P0AF10	JW3575	MtlR DNA-binding transcriptional repressor	Basal machinery	P0AF10	[]	False	False	False	False
b3758		0.6224291117173144	Output		b3758			rrlC		Basal machinery		[]	False	False	False	False
b2967		0.8533171258317523	Output		b2967			pheV		Basal machinery		[]	False	False	False	False
mtlA		0.2350505104722802	Output		b3599	948118	P00550	JW3573	MtlA	Basal machinery	P00550	['GO:0016301', 'GO:0022872', 'GO:0090565', 'GO:0090563']	False	False	False	False
pyrD		0.8300146243317186	Output		b0945	945556	P0A7E1	JW0928	dihydroorotate dehydrogenase, type 2	Basal machinery	P0A7E1	['GO:0106430', 'GO:0004152', 'GO:0010181']	False	False	False	False
mtlD		0.2350505104722802	Output		b3600	948117	P09424	JW3574	mannitol-1-phosphate 5-dehydrogenase	Basal machinery	P09424	['GO:0008926']	False	False	False	False
b3797		0.8975416214181454	Output		b3797			hisR		Basal machinery		[]	False	False	False	False
pdxA		0.8325835467147048	Output		b0052	944919	P19624	JW0051	PdxA	Basal machinery	P19624	['GO:0050570', 'GO:0050897', 'GO:0042802', 'GO:0000287', 'GO:0051287', 'GO:0042803', 'GO:0008270']	False	False	False	False
mazE	0.48045528187188546	0.6965858104755803	Middle	-0.5400002216519691	b2783	947245	P0AE72	chpR,chpAI,JW2754	MazE antitoxin of the MazF-MazE toxin-antitoxin system	M37.2	P0AE72	['GO:0003690', 'GO:0042803', 'GO:0044877', 'GO:0097351']	False	False	False	False
dusB		0.8319218243773733	Output		b3260	947707	P0ABT5	JW3228,yhdG	tRNA-dihydrouridine synthase B	Basal machinery	P0ABT5	['GO:0050660', 'GO:0010181', 'GO:0000049', 'GO:0017150']	False	False	False	False
b0744		0.8533171258317523	Output		b0744			valT		Basal machinery		[]	False	False	False	False
b0536		0.8533171258317523	Output		b0536			argU		Basal machinery		[]	False	False	False	False
tpr		0.8975416214181454	Output		b1229	946224	P02338	JW1219	predicted protamine-like protein	Basal machinery	P02338	[]	False	False	False	False
b0743		0.8533171258317523	Output		b0743			lysT		Basal machinery		[]	False	False	False	False
b2588		0.6224291117173144	Output		b2588			rrfG		Basal machinery		[]	False	False	False	False
ansB		0.8256597380115007	Output		b2957	947454	P00805	JW2924	AnsB	Basal machinery	P00805	['GO:0004067', 'GO:0042802']	False	False	False	False
b2589		0.6224291117173144	Output		b2589			rrlG		Basal machinery		[]	False	False	False	False
ompR	0.8548912500558556	0.433532635274076	Middle	0.011646898831786693	b3405	947913	P0AA16	JW3368,kmt,ompB	OmpR	M37.1	P0AA16	['GO:0000156', 'GO:0000976']	False	False	False	True
dtpA		0.8622686806077827	Output		b1634	947436	P77304	ydgR,tppB,JW1626	tripeptide / dipeptide:H<sup>+</sup> symporter DtpA	M37.1	P77304	['GO:0071916', 'GO:0015333', 'GO:0042937']	False	False	False	False
cadC	1.0	0.8159230328675356	Middle	1.0	b4133	948653	P23890	JW4094	CadC DNA-binding transcriptional activator	M37.1	P23890	['GO:0000156', 'GO:0042803', 'GO:0000976']	False	False	False	True
ompC		0.6611230514338411	Output		b2215	946716	P06996	JW2203,par,meoA	OmpC	Intermodular	P06996	['GO:0042802', 'GO:0046872', 'GO:0015288', 'GO:0001618']	False	False	False	False
feoB		0.4501865360709166	Output		b3409	947919	P33650	JW3372	Fe<sup>2+</sup> transporter FeoB	Intermodular	P33650	['GO:0015093', 'GO:0005525', 'GO:0042802']	False	False	False	False
feoC		0.4501865360709166	Output		b3410	947918	P64638	JW3373,yhgG	predicted DNA-binding transcriptional regulator	Intermodular	P64638	['GO:0051539', 'GO:0003677', 'GO:0005506']	False	False	False	False
feoA		0.4501865360709166	Output		b3408	947909	P0AEL3	JW3371	ferrous iron transport protein A	Intermodular	P0AEL3	['GO:0046914']	False	False	False	False
nmpC		0.8163845997837553	Output		b0553	946786	P21420	phmA	outer membrane porin protein; locus of qsr prophage	Intermodular	P21420	['GO:0015288']	False	False	False	False
pgaA		0.4287243113302312	Output		b1024	945596	P69434	JW1010,ycdS	partially N-deacetylated poly-&beta;-1,6-N-acetyl-D-glucosamine outer membrane porin	Intermodular	P69434	['GO:1901515', 'GO:0015159']	False	False	False	False
pgaB		0.4287243113302312	Output		b1023	945604	P75906	JW5142,ycdR	poly-&beta;-1,6-N-acetyl-D-glucosamine N-deacetylase	Intermodular	P75906	['GO:0016787', 'GO:0016810', 'GO:0004553']	False	False	False	False
pgaC		0.4287243113302312	Output		b1022	945606	P75905	ycdQ,JW1007	poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaC subunit	Intermodular	P75905	['GO:0008375']	False	False	False	False
pgaD		0.4287243113302312	Output		b1021	947503	P69432	ycdP,JW1006	poly-&beta;-1,6-N-acetyl-D-glucosamine synthase - PgaD subunit	Intermodular	P69432	[]	False	False	False	False
b4439	0.8330374991156256	0.6645442113652685	Middle	0.5112837207678508	b4439			micF		M37.1		[]	False	False	False	False
bolA	0.8972990208902589	0.4510465292808924	Middle	0.013286971984353555	b0435	947043	P0ABE2	JW5060	BolA DNA-binding transcriptional dual regulator	M37.1	P0ABE2	['GO:0003677']	False	False	False	False
csgG		0.7625749394797439	Output		b1037	945619	P0AEA2	JW1020	curli secretion channel	M37.1	P0AEA2	['GO:0042802']	False	False	False	False
csgF		0.7625749394797439	Output		b1038	945622	P0AE98	JW1021	curli assembly component	M37.1	P0AE98	['GO:0042802']	False	False	False	False
csgE		0.7625749394797439	Output		b1039	945711	P0AE95	JW1022	curli transport specificity factor	M37.1	P0AE95	['GO:0042802']	False	False	False	False
csgD	0.8915238464133458	0.7625749394797439	Middle	0.9981462617842356	b1040	949119	P52106	JW1023	CsgD DNA-binding transcriptional dual regulator	M37.1	P52106	['GO:0000987', 'GO:0001216', 'GO:0001217', 'GO:0042802', 'GO:0000976']	True	False	False	False
rcdA	0.8968131419114352		Input		b0846	945473	P75811	ybjK,JW5114	RcdA DNA-binding transcriptional regulator	M37.1	P75811	['GO:0003677', 'GO:0003700']	True	False	False	False
asr		0.4593585385277883	Output		b1597	945103	P36560	JW5826	acid shock protein	M37.1	P36560	[]	False	False	False	False
bluF		0.8601591500617324	Output		b1163	947592	P75990	blrp,ycgF,JW1150	blue light-responsive regulator of BluR	M37.1	P75990	['GO:0009882', 'GO:0071111', 'GO:0140297', 'GO:0071949', 'GO:0050660']	False	True	False	True
yagK		1.0	Output		b0277	945847	P77657	JW0271	CP4-6 prophage; conserved protein	M37.1	P77657	[]	False	False	False	False
ydeI		1.0	Output		b1536	946068	P31130	JW1529	stress response protein	M37.1	P31130	[]	False	False	False	False
sulA		0.8124375317044273	Output		b0958	947335	P0AFZ5	JW0941,sfiA	SOS cell division inhibitor	M37.1	P0AFZ5	[]	False	False	False	False
srlR	0.5819767068693432	0.7504037583617141	Middle	-0.5819767068693432	b2707	948942	P15082	gutR,JW2676	GutR DNA-binding transcriptional repressor	M37.12	P15082	['GO:0000987', 'GO:0098531']	True	False	False	False
srlB		0.7504037583617141	Output		b2704	948971	P05706	JW2673,gutB	sorbitol PTS permease - SrlB subunit	M37.12	P05706	['GO:0016301', 'GO:0016773', 'GO:0008982']	False	False	False	False
srlA		0.7469854640836283	Output		b2702	947575	P56579	JW5429,gutA,sbl	sorbitol PTS permease - SrlA subunit	Intermodular	P56579	[]	False	False	False	False
srlE		0.7504037583617141	Output		b2703	948933	P56580	JW5430,gutE	sorbitol PTS permease - SrlE subunit	M37.12	P56580	['GO:0016301', 'GO:0008982', 'GO:0090563']	False	False	False	False
srlD		0.7504037583617141	Output		b2705	948937	P05707	JW2674,gutD	SrlD	M37.12	P05707	['GO:0042802', 'GO:0016616', 'GO:0009010']	False	False	False	False
gutQ		0.7504037583617141	Output		b2708		P17115	srlQ,JW5431	D-arabinose 5-phosphate isomerase	M37.12	P17115	['GO:0019146', 'GO:0005524', 'GO:0042802', 'GO:0046872']	False	False	False	False
gutM	0.5819767068693432	0.7504037583617141	Middle	0.5819767068693432	b2706		P15081	srlM,JW2675	GutM DNA-binding transcriptional activator	M37.12	P15081	['GO:0003677']	False	False	False	False
gcvA	0.8380754290507673	0.8063934718894537	Middle	-0.3678795895329507	b2808	947278	P0A9F6	JW2779	GcvA DNA-binding transcriptional dual regulator	M37.13	P0A9F6	['GO:0003700', 'GO:0043565']	True	False	False	False
b4443	0.8330037660245588	0.8590719022857001	Middle	-0.9323779664864418	b4443			gcvB		M37.13		[]	False	False	False	False
zntR	1.0	0.8571145980354161	Middle		b3292	947786	P0ACS5	yhdM,JW3254	ZntR transcriptional activator	M6	P0ACS5	['GO:0000987', 'GO:0001216', 'GO:0003700', 'GO:0008270']	True	False	False	False
zntA		0.8691720454560812	Output		b3469	947972	P37617	yhhO,JW3434	zinc, cadmium and lead efflux system	M6	P37617	['GO:0005524', 'GO:0016887', 'GO:0015086', 'GO:0015094', 'GO:0046872', 'GO:0008551', 'GO:0016463']	False	False	False	False
aidB	0.3678794411714786	0.6481785219696298	Middle	-0.3678794411714786	b4187	948710	P33224	JW5867	AidB	M67	P33224	['GO:0008470', 'GO:0003995', 'GO:0003677', 'GO:0042802', 'GO:0043565']	False	False	False	False
csqR	0.3678794411714786	0.8075639355015799	Middle	-0.3678794411714786						M48		[]	False	False	False	False
yihV		0.8075639355015799	Output		b3883	948382	P32143	JW5568	6-deoxy-6-sulfofructose kinase	M48	P32143	['GO:0061594', 'GO:0005524', 'GO:0016301']	False	False	False	False
yihT		0.8075639355015799	Output		b3881	948373	P32141	JW3852	6-deoxy-6-sulfofructose-1-phosphate aldolase	M48	P32141	['GO:0061595']	False	False	False	False
yihU		0.8075639355015799	Output		b3882	948372	P0A9V8	JW3853	3-sulfolactaldehyde reductase	M48	P0A9V8	['GO:0061596', 'GO:0047577', 'GO:0042802', 'GO:0051287', 'GO:0050661', 'GO:0016616']	False	False	False	False
yihS		0.8075639355015799	Output		b3880	948374	P32140	JW5569	sulfoquinovose isomerase	M48	P32140	['GO:0042802', 'GO:0050089', 'GO:0061593']	False	False	False	False
cynR	0.3678794411714786	0.8075639355015799	Middle	-0.3678794411714786	b0338	945001	P27111	JW5894	CynR DNA-binding transcriptional repressor	M13	P27111	['GO:0003677', 'GO:0003700']	True	False	False	False
cynT		0.859836573259356	Output		b0339	946548	P0ABE9	JW0330	carbonic anhydrase monomer	M13	P0ABE9	['GO:0004089', 'GO:0042802', 'GO:0008270']	False	False	False	False
cynS		0.859836573259356	Output		b0340	948998	P00816	cnt,JW0331	cyanase monomer	M13	P00816	['GO:0008824', 'GO:0003677']	False	False	False	False
cynX		0.859836573259356	Output		b0341	946770	P17583	JW0332	cyanate transporter	M13	P17583	['GO:0022857']	False	False	False	False
dcuR	1.0	0.9002802817988405	Middle		b4124	948640	P0AD01	yjdG,JW4085	DcuR transcriptional activator	M37.7	P0AD01	['GO:0003677', 'GO:0001216', 'GO:0000156', 'GO:0042803']	True	False	False	True
frdA		0.8494483724263582	Output		b4154	948667	P00363	JW4115	fumarate reductase flavoprotein	M37.7	P00363	['GO:0009055', 'GO:0071949', 'GO:0050660', 'GO:0008177', 'GO:0000104']	False	False	False	False
frdB		0.8494483724263582	Output		b4153	948666	P0AC47	JW4114	fumarate reductase iron-sulfur protein	M37.7	P0AC47	['GO:0051537', 'GO:0051538', 'GO:0051539', 'GO:0009055', 'GO:0051536', 'GO:0046872', 'GO:0008177']	False	False	False	False
frdC		0.8494483724263582	Output		b4152	948680	P0A8Q0	JW4113	fumarate reductase membrane protein	M37.7	P0A8Q0	['GO:0000104']	False	False	False	False
frdD		0.8494483724263582	Output		b4151	948668	P0A8Q3	JW4112	fumarate reductase membrane protein	M37.7	P0A8Q3	['GO:0000104']	False	False	False	False
dcuB		0.8959133653272906	Output		b4123	948641	P0ABN9	genF,JW4084	dicarboxylate transporter DcuB	M37.7	P0ABN9	['GO:0015556', 'GO:0005469', 'GO:0015293']	False	False	False	False
oxyR	0.6988171317372476	0.7516469469760332	Middle	-0.36689231330727706	b3961	948462	P0ACQ4	JW3933,mor,momR	OxyR DNA-binding transcriptional dual regulator	M37.6	P0ACQ4	['GO:0000987', 'GO:0003700']	True	False	False	False
grxA		0.7815646174892223	Output		b0849	945479	P68688	grx,JW0833	reduced glutaredoxin 1	M37.6	P68688	['GO:0015036', 'GO:0009055', 'GO:0015038', 'GO:0000166', 'GO:0019153', 'GO:0015035']	False	False	False	False
poxB		0.8534349494773354	Output		b0871	946132	P07003	JW0855	pyruvate oxidase monomer	Intermodular	P07003	['GO:0050660', 'GO:0042802', 'GO:0008289', 'GO:0000287', 'GO:0052737', 'GO:0030976', 'GO:0048039']	False	False	False	False
b4458	1.0	0.7815646174892223	Middle		b4458			oxyS		M37.6		[]	False	False	False	False
trxC		0.8309701156325993	Output		b2582	947062	P0AGG4	JW2566,yfiG	reduced thioredoxin 2	M37.6	P0AGG4	['GO:0047134', 'GO:0015035', 'GO:0008270']	False	False	False	False
ahpF		0.8623637783772691	Output		b0606	947540	P35340	JW0599	AhpF component	M37.6	P35340	['GO:0008785', 'GO:0071949', 'GO:0051287', 'GO:0102039', 'GO:0004791']	False	False	False	False
hcr		0.8036468572964921	Output		b0872	947660	P75824	JW5117,ybjV	NADH oxidoreductase	Intermodular	P75824	['GO:0051537', 'GO:0050660', 'GO:0046872', 'GO:0016491', 'GO:0016651']	False	False	False	False
mntH		0.8328693278165027	Output		b2392	946899	P0A769	yfeP,JW2388	Mn<sup>2+</sup> / Fe<sup>2+</sup>: H+ symporter MntH	Intermodular	P0A769	['GO:0015086', 'GO:0005384', 'GO:0046872', 'GO:0015078', 'GO:0015293']	False	False	False	False
hcp		0.8036468572964921	Output		b0873	946592	P75825	ybjW,JW0857	hybrid-cluster protein	Intermodular	P75825	['GO:0051537', 'GO:0050418', 'GO:0046872', 'GO:0016491', 'GO:0004601']	False	False	False	False
ahpC		0.8309701156325993	Output		b0605	945225	P0AE08	JW0598	alkyl hydroperoxide reductase, AhpC component	M37.6	P0AE08	['GO:0032843', 'GO:0042802', 'GO:0102039', 'GO:0016684', 'GO:0004601', 'GO:0008379']	False	False	False	False
uof		0.7799442285320168	Output		b4637	5625562	A8DYP9		RyhB-regulated <i>fur</i> leader peptide	Intermodular	A8DYP9	[]	False	False	False	False
dsbG		0.7815646174892223	Output		b0604	945224	P77202	ybdP,JW0597	DsbG<SUB>reduced</SUB>	M37.6	P77202	['GO:0003756', 'GO:0042803']	False	False	False	False
ychF		0.5472135597101574	Output		b1203	945769	P0ABU2	gtp1,engD,JW1194	ribosome-binding ATPase, inhibitor of catalase activity	M37.6	P0ABU2	['GO:0005524', 'GO:0016887', 'GO:0004857', 'GO:0005525', 'GO:0046872', 'GO:0042803', 'GO:0043023', 'GO:0043022']	False	False	False	False
ybjC		0.5549848377554827	Output		b0850	945481	P46119	JW0834	predicted inner membrane protein	Intermodular	P46119	[]	False	False	False	False
ybjN		0.5549848377554827	Output		b0853	945482	P0AAY6	JW0837	predicted oxidoreductase	Intermodular	P0AAY6	[]	False	False	False	False
nfsA		0.6367418212865387	Output		b0851	945483	P17117	mdaA,mda18,JW0835,ybjB	NADPH nitroreductase	Intermodular	P17117	['GO:0010181', 'GO:0003955', 'GO:0042803']	False	False	False	False
hemH		0.8309701156325993	Output		b0475	947532	P23871	visA,popA,JW0464	ferrochelatase	M37.6	P23871	['GO:0004325', 'GO:0046872']	False	False	False	False
flu		0.5523010478033017	Output		b2000	946540	P39180	JW1982,yzzX,yeeQ	CP4-44 prophage; antigen 43 (Ag43) phase-variable biofilm formation autotransporter	Intermodular	P39180	[]	False	False	False	False
ccp		0.8457721535080057	Output							M37.6		[]	False	False	False	False
b4435		0.5523010478033017	Output		b4435			isrC		Intermodular		[]	False	False	False	False
hemF		0.8338961390237529	Output		b2436	946908	P36553	JW2429	coproporphyrinogen III oxidase	M37.6	P36553	['GO:0004109', 'GO:0030145', 'GO:0042803', 'GO:0046906']	False	False	False	False
gor		0.7815646174892223	Output		b3500	948014	P06715	JW3467	glutathione reductase (NADPH)	M37.6	P06715	['GO:0071949', 'GO:0050660', 'GO:0004362', 'GO:0050661']	False	False	False	False
rimK		0.5549848377554827	Output		b0852	945484	P0C0U4	JW0836	ribosomal protein S6 modification protein	Intermodular	P0C0U4	['GO:0005524', 'GO:0042802', 'GO:0046872', 'GO:0018169']	False	False	False	False
