Node	MeanAbsOutCoh	MeanAbsInCoh	NodeLevel	DiagCohval	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component	Uniprot_ID_clean	GO_terms	Is_TF_GO	Is_SignalingReceptor_GO	Is_HistKinase_GO	Is_SignallingTransducer_GO
arnT		1.0	Output		PA3556	879122	Q9HY61		4-amino-4-deoxy-L-arabinose transferase	Basal machinery	Q9HY61	['GO:0103015', 'GO:0000030', 'GO:0016763']	False	False	False	False
arnC		1.0	Output		PA3553	PseudoCap:PA355	Q9HY64		protein ArnC	Basal machinery	Q9HY64	['GO:0016780', 'GO:0099621']	False	False	False	False
arnB		1.0	Output		PA3552	PseudoCap:PA355	Q9HY65		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	Basal machinery	Q9HY65	['GO:0030170', 'GO:0008483', 'GO:0099620']	False	False	False	False
arnA		1.0	Output		PA3554	PseudoCap:PA355	Q9HY63		bifunctional UDP-glucuronic acid decarboxylase/UDP-4-amino-4-deoxy-L-arabinose formyltransferase	Basal machinery	Q9HY63	['GO:0016831', 'GO:0099619', 'GO:0099618']	False	False	False	False
arnF		1.0	Output		PA3558	PseudoCap:PA355	Q9HY59		hypothetical protein	Basal machinery	Q9HY59	['GO:1901505', 'GO:0022857']	False	False	False	False
arnE		1.0	Output		PA3557	PseudoCap:PA355	Q9HY60		protein ArnE	Basal machinery	Q9HY60	['GO:1901505', 'GO:0022857']	False	False	False	False
arnD		1.0	Output		PA3555	PseudoCap:PA355	Q9HY62		protein ArnD	Basal machinery	Q9HY62	['GO:0016811']	False	False	False	False
fpvR	1.0	0.9470134957404087	Middle		PA2388	PseudoCap:PA2388	Q9I192		protein FpvR	M32.1	Q9I192	['GO:0016989']	True	False	False	False
fpvI	1.0	0.9657153687753468	Middle		PA2387	PseudoCap:PA2387	Q9I193		RNA polymerase sigma factor	M32.1	Q9I193	['GO:0003677', 'GO:0016987']	True	False	False	False
amrZ	0.7000171188259118	0.7778763214040129	Middle	-0.3678795125851833	PA3385	878714	G3XCY4		alginate and motility regulator Z	Global regulator	G3XCY4	['GO:0003677', 'GO:0001217', 'GO:0043565', 'GO:0000976']	True	False	False	False
PA4033		0.7820871052979762	Output		PA4033					Basal machinery		[]	False	False	False	False
lecA		0.8354487230165654	Output		PA2570	PseudoCap:PA257	Q05097	pa1L	LecA protein	Basal machinery	Q05097	['GO:0030246']	False	False	False	False
PA4222		0.8154529948271768	Output		PA4222					Basal machinery		[]	False	False	False	False
PA1941		0.8154529948271768	Output		PA1941					Basal machinery		[]	False	False	False	False
PA0082		0.8154529948271768	Output		PA0082					Basal machinery		[]	False	False	False	False
PA1680		0.8154529948271768	Output		PA1680					Basal machinery		[]	False	False	False	False
PA1340		0.8154529948271768	Output		PA1340					Basal machinery		[]	False	False	False	False
lecB		0.8354487230165654	Output		PA3361	882528	Q9HYN5		fucose-binding lectin PA-IIL	Basal machinery	Q9HYN5	['GO:0030246', 'GO:0046872']	False	False	False	False
PA2567		0.8154529948271768	Output		PA2567					Basal machinery		[]	False	False	False	False
ctpL		0.8154529948271768	Output		PA4844	879569	Q9HUW6		chemotaxis transducer	Basal machinery	Q9HUW6	['GO:0004888']	False	True	False	True
PA4625		0.8154529948271768	Output		PA4625					Basal machinery		[]	False	False	False	False
PA1199		0.8154529948271768	Output		PA1199					Basal machinery		[]	False	False	False	False
PA2867		0.8154529948271768	Output		PA2867					Basal machinery		[]	False	False	False	False
pslA		0.8525474418598975	Output		PA2231	PseudoCap:PA223	Q9I1N8	psIA	protein PslA	M7	Q9I1N8	['GO:0016780']	False	False	False	False
PA3353		0.8154529948271768	Output		PA3353					Basal machinery		[]	False	False	False	False
hemH		0.8154529948271768	Output		PA4655	881311	Q9HVD7		ferrochelatase	Basal machinery	Q9HVD7	['GO:0004325', 'GO:0046872']	False	False	False	False
PA1069		0.8154529948271768	Output		PA1069					Basal machinery		[]	False	False	False	False
adcA		0.8154529948271768	Output		PA4843	879632	Q9HUW7	gcbA	two-component response regulator	Basal machinery	Q9HUW7	['GO:0052621']	False	False	False	False
fleQ	0.9729602853964647	0.9037106873566494	Middle	-0.9892264281582444	PA1097	881960	G3XCV0		transcriptional regulator FleQ	Global regulator	G3XCV0	['GO:0005524', 'GO:0016887', 'GO:0000987', 'GO:0035438', 'GO:0001216', 'GO:0001217', 'GO:0000976']	True	False	False	False
PA3401		0.8154529948271768	Output		PA3401					Basal machinery		[]	False	False	False	False
PA0494		0.8154529948271768	Output		PA0494					Basal machinery		[]	False	False	False	False
PA1738		0.8154529948271768	Output		PA1738					Basal machinery		[]	False	False	False	False
PA3951		0.8154529948271768	Output		PA3951					Basal machinery		[]	False	False	False	False
hasAp		0.7570774310931403	Output		PA3407	879854	G3XD33		heme acquisition protein HasAp	Basal machinery	G3XD33	['GO:0046872']	False	False	False	False
pchG		0.8154529948271768	Output		PA4224	880082	Q9HWG5		pyochelin biosynthetic protein PchG	Basal machinery	Q9HWG5	['GO:0000166']	False	False	False	False
PA0472		0.8154529948271768	Output		PA0472					M32.1		[]	False	False	False	False
pelB		0.8874217876627063	Output		PA3063	PseudoCap:PA306	Q9HZE5		protein PelB	M7	Q9HZE5	[]	False	False	False	False
PA3367		0.8154529948271768	Output		PA3367					Basal machinery		[]	False	False	False	False
PA2462		0.8154529948271768	Output		PA2462					Basal machinery		[]	False	False	False	False
PA0938		0.8154529948271768	Output		PA0938					Basal machinery		[]	False	False	False	False
PA1664		0.8154529948271768	Output		PA1664					Basal machinery		[]	False	False	False	False
PA0172		0.8154529948271768	Output		PA0172					Basal machinery		[]	False	False	False	False
phzA1		0.8736455142663806	Output		PA4210	880515	Q9HWH1		phenazine biosynthesis protein	M1	Q9HWH1	[]	False	False	False	False
PA1088		0.8154529948271768	Output		PA1088					Basal machinery		[]	False	False	False	False
prtN		0.8154529948271768	Output		PA0610	877720	Q06552		transcriptional regulator PrtN	Basal machinery	Q06552	['GO:0003677']	False	False	False	False
ispF		0.8154529948271768	Output		PA3627	880484	P57708	ygbB	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Basal machinery	P57708	['GO:0008685', 'GO:0046872']	False	False	False	False
PA1657		0.8991690555521538	Output		PA1657					Basal machinery		[]	False	False	False	False
PA4677		0.8154529948271768	Output		PA4677					Basal machinery		[]	False	False	False	False
PA5167		0.8154529948271768	Output		PA5167					Basal machinery		[]	False	False	False	False
PA1784		0.8154529948271768	Output		PA1784					Basal machinery		[]	False	False	False	False
PA0102		0.8154529948271768	Output		PA0102					Basal machinery		[]	False	False	False	False
PA4980		0.8154529948271768	Output		PA4980					Basal machinery		[]	False	False	False	False
PA1668		0.8154529948271768	Output		PA1668					Basal machinery		[]	False	False	False	False
PA1913		0.8154529948271768	Output		PA1913					Basal machinery		[]	False	False	False	False
rhlA		0.7425317303070883	Output		PA3479	PseudoCap:PA347	Q51559		rhamnosyltransferase subunit A	M30	Q51559	['GO:0016746', 'GO:0090499']	False	False	False	False
PA3722		0.8154529948271768	Output		PA3722					Basal machinery		[]	False	False	False	False
PA3413		0.8154529948271768	Output		PA3413					Basal machinery		[]	False	False	False	False
rhlR	0.8518391134174924	0.8767643574337527	Middle		PA3477	878968	P54292	vsmR,lasM	transcriptional regulator RhlR	Global regulator	P54292	['GO:0001216', 'GO:0003700', 'GO:0001217', 'GO:0038023', 'GO:0000976']	True	True	False	True
fliF		0.8834011372220887	Output		PA1101	881927	Q51463		flagellar MS-ring protein	Basal machinery	Q51463	['GO:0003774']	False	False	False	False
flp		0.8307501812106383	Output		PA4306	PseudoCap:PA430	Q9HW94		type IVb pilin Flp	Basal machinery	Q9HW94	[]	False	False	False	False
pys2		0.8154529948271768	Output		PA1150	878080	Q06584		pyocin S2	Basal machinery	Q06584	['GO:0004519', 'GO:0046872', 'GO:0005102']	False	False	False	False
PA3019		0.8154529948271768	Output		PA3019					Basal machinery		[]	False	False	False	False
pctC		0.8154529948271768	Output		PA4307	881576	Q9HW93		chemotactic transducer PctC	Basal machinery	Q9HW93	['GO:0016597']	False	False	False	False
PA3691		0.8154529948271768	Output		PA3691					Basal machinery		[]	False	False	False	False
PA4324		0.8154529948271768	Output		PA4324					Basal machinery		[]	False	False	False	False
PA1939		0.8154529948271768	Output		PA1939					Basal machinery		[]	False	False	False	False
PA5138		0.8154529948271768	Output		PA5138					Basal machinery		[]	False	False	False	False
PA0038		0.8154529948271768	Output		PA0038					Basal machinery		[]	False	False	False	False
PA4683		0.8154529948271768	Output		PA4683					Basal machinery		[]	False	False	False	False
flgG		0.8154529948271768	Output		PA1082	880935	Q9I4P7		flagellar basal body rod protein FlgG	Basal machinery	Q9I4P7	[]	False	False	False	False
flgE		0.8154529948271768	Output		PA1080	878285	Q9I4P9		flagellar hook protein FlgE	Basal machinery	Q9I4P9	[]	False	False	False	False
vreA		0.8154529948271768	Output		PA0674	879213	G3XD45		VreA protein	Basal machinery	G3XD45	[]	False	False	False	False
PA3235		0.8154529948271768	Output		PA3235					Basal machinery		[]	False	False	False	False
PA3234		0.8154529948271768	Output		PA3234					Basal machinery		[]	False	False	False	False
fpvA		0.9738821504112775	Output		PA2398	878605	P48632		ferripyoverdine receptor	M32.1	P48632	['GO:0015344', 'GO:0038023']	False	True	False	True
bfmR	0.9014628567054332		Input		PA4101	878752	Q9HWS7		protein BfmR	M46	Q9HWS7	['GO:0000156', 'GO:0043565', 'GO:0000976']	False	False	False	True
PA0691		1.0	Output		PA0691					M46		[]	False	False	False	False
ihfB	0.9503276054066639		Input		PA3161	882561	Q51473	himD	integration host factor subunit beta	Global regulator	Q51473	['GO:0003677', 'GO:0030527']	False	False	False	False
pchP		0.9836687929422309	Output		PA5292	877730	Q9HTR2		phosphorylcholine phosphatase	Basal machinery	Q9HTR2	['GO:0016787', 'GO:0046872']	False	False	False	False
moeB		0.9707448740737632	Output		PA4663	881352	Q9HVC9		molybdopterin biosynthesis protein MoeB	Basal machinery	Q9HVC9	['GO:0005524', 'GO:0016779', 'GO:0008146', 'GO:0004792', 'GO:0008641']	False	False	False	False
murI		0.9707448740737632	Output		PA4662	881345	Q9HVD0		glutamate racemase	Basal machinery	Q9HVD0	['GO:0008881']	False	False	False	False
prmC		0.9707448740737632	Output		PA4664	881353	Q9HVC8	hemK	methyl transferase	Basal machinery	Q9HVC8	['GO:0003676', 'GO:0102559', 'GO:0036009']	False	False	False	False
gbdR	1.0	0.9836687929422309	Middle	1.0	PA5380	PseudoCap:PA538	Q9HTI4		protein GbdR	Global regulator	Q9HTI4	['GO:0001216', 'GO:0000976']	True	False	False	False
oprE		0.972695215802179	Output		PA0291	879473	G3XDA5		anaerobically-induced outer membrane porin OprE	Basal machinery	G3XDA5	['GO:0015288']	False	False	False	False
fliD		0.9329392250315099	Output		PA1094	881775	Q9K3C5		flagellar capping protein FliD	Basal machinery	Q9K3C5	[]	False	False	False	False
fleS		0.9329392250315099	Output		PA1098	878201	Q9I4N4		two-component sensor	Basal machinery	Q9I4N4	['GO:0005524', 'GO:0000155']	False	False	False	False
fleR		0.9329392250315099	Output		PA1099	882087	Q9I4N3		two-component response regulator	Basal machinery	Q9I4N3	['GO:0005524', 'GO:0016887', 'GO:0000987', 'GO:0001216']	True	False	False	False
PA2780	1.0		Input		PA2780					M22		[]	False	False	False	False
rsmZ		1.0	Output		PA3621.1	4179184		RsmZ	regulatory RNA RsmZ	M22		[]	False	False	False	False
PA0739	1.0	1.0	Middle	1.0	PA0739					M20		[]	False	False	False	False
sdsA1		1.0	Output		PA0740	PseudoCap:PA074	Q9I5I9		SDS hydrolase SdsA1	M20	Q9I5I9	['GO:0042802', 'GO:0018741', 'GO:0046872', 'GO:0046983']	False	False	False	False
foxR	1.0	0.9470134957404087	Middle		PA2467	PseudoCap:PA246	Q9I115		anti-sigma factor FoxR	M32.1	Q9I115	['GO:0016989']	True	False	False	False
foxI	1.0	0.8356980539966448	Middle		PA2468	PseudoCap:PA246	Q9I114		ECF sigma factor FoxI	M32.1	Q9I114	['GO:0003677', 'GO:0016987']	True	False	False	False
PA0601	1.0		Input		PA0601					M55		[]	False	False	False	False
PA0603		1.0	Output		PA0603					M55		[]	False	False	False	False
PA0605		1.0	Output		PA0605					M55		[]	False	False	False	False
PA0604		1.0	Output		PA0604					M55		[]	False	False	False	False
PA0606		1.0	Output		PA0606					M55		[]	False	False	False	False
agmR	1.0	0.9650026046030293	Middle		PA1978	880879	P29369	erbR,glpR	response regulator ErbR	Global regulator	P29369	['GO:0003677']	False	False	False	False
exaA		0.97114338899024	Output		PA1982	880475	Q9Z4J7		quinoprotein ethanol dehydrogenase	Basal machinery	Q9Z4J7	['GO:0052934', 'GO:0005509']	False	False	False	False
exaB		0.97114338899024	Output		PA1983	880387	Q9I2C5		cytochrome C550	Basal machinery	Q9I2C5	['GO:0009055', 'GO:0020037', 'GO:0046872']	False	False	False	False
exaC		0.97114338899024	Output		PA1984	880413	Q9I2C4		NAD+ dependent aldehyde dehydrogenase ExaC	Basal machinery	Q9I2C4	['GO:0004030', 'GO:0000166', 'GO:0016491']	False	False	False	False
pqqB		0.97114338899024	Output		PA1986	880354	Q9I2C3		pyrroloquinoline quinone biosynthesis protein PqqB	Basal machinery	Q9I2C3	[]	False	False	False	False
pqqC		0.97114338899024	Output		PA1987	879112	Q9I2C2		pyrroloquinoline quinone biosynthesis protein PqqC	Basal machinery	Q9I2C2	['GO:0033732']	False	False	False	False
pqqA		0.97114338899024	Output		PA1985	880480	Q9ZAA0		coenzyme PQQ synthesis protein PqqA	Basal machinery	Q9ZAA0	[]	False	False	False	False
eraR		0.97114338899024	Output		PA1980	880513	Q9I2C7	exaD,exaE	response regulator EraR	Basal machinery	Q9I2C7	['GO:0003700', 'GO:0000976']	True	False	False	False
eraS		0.97114338899024	Output		PA1979	880447	Q9I2C8		sensor kinase EraS	Basal machinery	Q9I2C8	['GO:0000155', 'GO:0046983']	False	False	False	False
pqqD		0.97114338899024	Output		PA1988	879085	Q9I2C1		pyrroloquinoline quinone biosynthesis protein PqqD	Basal machinery	Q9I2C1	['GO:0048038']	False	False	False	False
pqqE		0.97114338899024	Output		PA1989	880128	Q9I2C0		pyrroloquinoline quinone biosynthesis protein PqqE	Basal machinery	Q9I2C0	['GO:0051539', 'GO:0009975', 'GO:0005506', 'GO:0016491', 'GO:1904047']	False	False	False	False
pqqH		0.97114338899024	Output		PA1990	880121	Q9I2B9		PqqH protein	Basal machinery	Q9I2B9	['GO:0008236']	False	False	False	False
mgtE	0.9642179642492354		Input		PA0913	878306	Q9I544		Mg transporter MgtE	M34	Q9I544	['GO:0000287', 'GO:0015095']	False	False	False	False
cbrA	1.0		Input		PA4725	881602	Q9HV74		two-component sensor CbrA	M32.1	Q9HV74	['GO:0005524', 'GO:0000155', 'GO:0022857']	False	False	False	False
hfq	1.0	1.0	Middle		PA4944	PseudoCap:PA494	Q9HUM0		RNA-binding protein Hfq	Global regulator	Q9HUM0	['GO:0003723']	False	False	False	False
PA0714.1		1.0	Output		PA0714.1	9793389		phrD	PhrD	Basal machinery		[]	False	False	False	False
PA2511	1.0	1.0	Middle	1.0	PA2511					M45		[]	False	False	False	False
antA		1.0	Output		PA2512	882892	Q9I0X0		anthranilate dioxygenase large subunit	M45	Q9I0X0	['GO:0051537', 'GO:0051213', 'GO:0005506']	False	False	False	False
antC		1.0	Output		PA2514	882979	Q9I0W8		anthranilate dioxygenase reductase	M45	Q9I0W8	['GO:0051537', 'GO:0051213', 'GO:0046872', 'GO:0016491']	False	False	False	False
antB		1.0	Output		PA2513	882978	Q9I0W9		anthranilate dioxygenase small subunit	M45	Q9I0W9	['GO:0051213']	False	False	False	False
clpP1	0.8791809787996321	0.9772869592293525	Middle	-0.9892264281582444	PA1801	878359	Q9I2U1	clpP	ATP-dependent Clp protease proteolytic subunit	Basal machinery	Q9I2U1	['GO:0004176', 'GO:0051117', 'GO:0004252']	False	False	False	False
PA2657	1.0		Input		PA2657					M30		[]	False	False	False	False
rhlB		0.9204799591639126	Output		PA3478	878954	Q9HYD1		rhamnosyltransferase subunit B	M30	Q9HYD1	['GO:0016758', 'GO:0008194']	False	False	False	False
PA5166	1.0		Input		PA5166					M9		[]	False	False	False	False
PA0886		1.0	Output		PA0886					M9		[]	False	False	False	False
PA0885		1.0	Output		PA0885					M9		[]	False	False	False	False
PA0884		1.0	Output		PA0884					M9		[]	False	False	False	False
dctA2		1.0	Output		PA1183	880848	Q9I4F5	dctA	C4-dicarboxylate transporter DctA	M9	Q9I4F5	['GO:0015138', 'GO:0015366', 'GO:0015141']	False	False	False	False
flhB		0.9308101295183232	Output		PA1449	881855	Q9I3Q2		flagellar biosynthesis protein FlhB	Basal machinery	Q9I3Q2	[]	False	False	False	False
flhA		0.9308101295183232	Output		PA1452	881867	Q9I3P9		flagellar biosynthesis protein FlhA	Basal machinery	Q9I3P9	[]	False	False	False	False
fliG		0.9308101295183232	Output		PA1102	882074	Q51464		flagellar motor switch protein G	Basal machinery	Q51464	['GO:0003774']	False	False	False	False
phoA2		0.9070006535722701	Output		PA0688	880790	P35482	phoA,pstS	ABC transporter	M23	P35482	['GO:0004035']	False	False	False	False
fliQ		0.9308101295183232	Output		PA1447	881853	Q9I3Q4		flagellar biosynthesis protein FliQ	Basal machinery	Q9I3Q4	[]	False	False	False	False
fliP		0.9308101295183232	Output		PA1446	881863	Q51468		flagellar biosynthesis protein FliP	Basal machinery	Q51468	[]	False	False	False	False
fliR		0.9308101295183232	Output		PA1448	881861	Q9I3Q3		flagellar biosynthesis protein FliR	Basal machinery	Q9I3Q3	[]	False	False	False	False
fliO		0.9308101295183232	Output		PA1445	881854	Q51467		flagellar protein FliO	Basal machinery	Q51467	[]	False	False	False	False
fliN		0.9308101295183232	Output		PA1444	881851	Q51466		flagellar motor switch protein	Basal machinery	Q51466	['GO:0003774']	False	False	False	False
fliI		0.9308101295183232	Output		PA1104	882010	Q9I4N1		flagellum-specific ATP synthase	Basal machinery	Q9I4N1	['GO:0005524', 'GO:0016887']	False	False	False	False
fliJ		0.9308101295183232	Output		PA1105	879381	Q9I4N0		flagellar biosynthesis chaperone	Basal machinery	Q9I4N0	['GO:0003774']	False	False	False	False
fliE		0.9308101295183232	Output		PA1100	882031	Q51462		flagellar hook-basal body protein FliE	Basal machinery	Q51462	['GO:0003774', 'GO:0005198']	False	False	False	False
fliM		0.9308101295183232	Output		PA1443	881860	Q51465		flagellar motor switch protein FliM	Basal machinery	Q51465	['GO:0003774']	False	False	False	False
fur	0.9687583423549462	0.9308101295183232	Middle	-0.9892264281582444	PA4764	881780	Q03456		ferric uptake regulation protein	Global regulator	Q03456	['GO:0003700', 'GO:0001217', 'GO:0008198', 'GO:0000976', 'GO:0008270']	True	False	False	False
fliL		0.9207974389324248	Output		PA1442	881856	Q9I3Q5		flagellar basal body protein FliL	M39	Q9I3Q5	[]	False	False	False	False
PA1438	0.3678794411714786	0.3678794411714786	Middle	-0.3678794411714786	PA1438					M42		[]	False	False	False	False
PA1437		0.3678794411714786	Output		PA1437					M42		[]	False	False	False	False
fleN	0.9739316273716868		Input		PA1454	881866	G3XD64		flagellar synthesis regulator FleN	M23	G3XD64	['GO:0005524', 'GO:0016887']	False	False	False	False
PA2896	1.0	1.0	Middle	1.0	PA2896					M43		[]	False	False	False	False
PA2895	1.0		Input		PA2895					M43		[]	False	False	False	False
PA3347	0.8965545798628565	1.0	Middle		PA3347					M39		[]	False	False	False	False
PA3343	1.0	1.0	Middle		PA3343					M39		[]	False	False	False	False
flgM	0.8243460472826746	0.7812429859857122	Middle	-0.8464630566109912	PA3351	PseudoCap:PA335	Q9HYP5		protein FlgM	M39	Q9HYP5	['GO:0016989']	True	False	False	False
PA5471	1.0		Input		PA5471					M5		[]	False	False	False	False
mexZ	1.0	1.0	Middle		PA2020	880025	G3XCU9		transcriptional regulator	M5	G3XCU9	['GO:0003700', 'GO:0001217', 'GO:0000976']	True	False	False	False
mexX		1.0	Output		PA2019	878839	G3XD21		periplasmic multidrug efflux lipoprotein	M5	G3XD21	['GO:0022857']	False	False	False	False
mexY		1.0	Output		PA2018	878882	G3XCW2		multidrug efflux protein	M5	G3XCW2	['GO:0015562', 'GO:0042910']	False	False	False	False
metR	1.0		Input		PA3587	880220	Q9HY39		transcriptional regulator MetR	Global regulator	Q9HY39	['GO:0003700', 'GO:0000976']	True	False	False	False
PA4223		1.0	Output		PA4223					Basal machinery		[]	False	False	False	False
pvdD		1.0	Output		PA2399	879750	Q9I182		pyoverdine synthetase D	Basal machinery	Q9I182	['GO:0003824', 'GO:0016874', 'GO:0031177']	False	False	False	False
PA0848		1.0	Output		PA0848					Basal machinery		[]	False	False	False	False
pvdH		1.0	Output		PA2413	882857	Q9I168		diaminobutyrate--2-oxoglutarate aminotransferase	Basal machinery	Q9I168	['GO:0030170', 'GO:0008483']	False	False	False	False
atuF		1.0	Output		PA2891	PseudoCap:PA289	Q9HZV6		geranyl-CoA carboxylase subunit alpha	Basal machinery	Q9HZV6	['GO:0005524', 'GO:0047925', 'GO:0046872']	False	False	False	False
PA4144		1.0	Output		PA4144					Basal machinery		[]	False	False	False	False
PA0633		1.0	Output		PA0633					Basal machinery		[]	False	False	False	False
metH		1.0	Output		PA1843	880631	Q9I2Q2		B12-dependent methionine synthase	Basal machinery	Q9I2Q2	['GO:0031419', 'GO:0008705', 'GO:0008270']	False	False	False	False
ntrC		1.0	Output		PA5125	877699	Q9HU59		two-component response regulator NtrC	Basal machinery	Q9HU59	['GO:0005524', 'GO:0000987', 'GO:0001216', 'GO:0000156']	True	False	False	True
roxS	1.0		Input		PA4494	881057	Q9HVS7		RoxS protein	Global regulator	Q9HVS7	['GO:0000155']	False	False	False	False
ccoO1		1.0	Output		PA1553	883010	Q9I3G4		cbb3-type cytochrome C oxidase subunit II	Basal machinery	Q9I3G4	['GO:0004129', 'GO:0020037', 'GO:0046872']	False	False	False	False
ccoN2		1.0	Output		PA1557	879347	Q9I3G0		cbb3-type cytochrome C oxidase subunit I	Basal machinery	Q9I3G0	['GO:0004129', 'GO:0020037', 'GO:0046872']	False	False	False	False
ccoN1		1.0	Output		PA1554	883001	Q9I3G3		cbb3-type cytochrome C oxidase subunit I	Basal machinery	Q9I3G3	['GO:0004129', 'GO:0020037', 'GO:0046872']	False	False	False	False
cyoD		1.0	Output		PA1320	881604	Q9I424		cytochrome o ubiquinol oxidase subunit IV	Basal machinery	Q9I424	['GO:0009486', 'GO:0015078']	False	False	False	False
ccoQ2		1.0	Output		PA1555.1	9793391	E1JGJ7		cytochrome C oxidase cbb3-type subunit CcoQ	Basal machinery	E1JGJ7	['GO:0004129']	False	False	False	False
ccoQ1		1.0	Output		PA1552.1	9793392	E1JGJ6		cytochrome C oxidase cbb3-type subunit CcoQ	Basal machinery	E1JGJ6	['GO:0004129']	False	False	False	False
ccoO2		1.0	Output		PA1556	883049	Q9I3G1		cbb3-type cytochrome C oxidase subunit II	Basal machinery	Q9I3G1	['GO:0004129', 'GO:0020037', 'GO:0046872']	False	False	False	False
cyoC		1.0	Output		PA1319	881595	Q9I425		cytochrome o ubiquinol oxidase subunit III	Basal machinery	Q9I425	['GO:0009486', 'GO:0004129']	False	False	False	False
cyoB		1.0	Output		PA1318	881481	Q9I426		cytochrome o ubiquinol oxidase subunit I	Basal machinery	Q9I426	['GO:0009486', 'GO:0004129', 'GO:0020037', 'GO:0046872', 'GO:0016682']	False	False	False	False
cyoA		1.0	Output		PA1317	881513	Q9I427		cytochrome o ubiquinol oxidase subunit II	Basal machinery	Q9I427	['GO:0005507', 'GO:0009486', 'GO:0004129', 'GO:0016682']	False	False	False	False
ccoP1		1.0	Output		PA1552	883043	Q9I3G5		cytochrome C oxidase cbb3-type subunit CcoP	Basal machinery	Q9I3G5	['GO:0004129', 'GO:0020037', 'GO:0005506']	False	False	False	False
ccoP2		1.0	Output		PA1555	883066	Q9I3G2		cytochrome C oxidase cbb3-type subunit CcoP	Basal machinery	Q9I3G2	['GO:0004129', 'GO:0020037', 'GO:0046872']	False	False	False	False
cyoE2		1.0	Output		PA1321	881575	Q9I423	cyoE	protoheme IX farnesyltransferase	Basal machinery	Q9I423	['GO:0008495']	False	False	False	False
roxR	1.0		Input		PA4493	881056	Q9HVS8		RoxR protein	Global regulator	Q9HVS8	['GO:0043565']	False	False	False	False
dauR	0.3678794411714786	0.4915874119786877	Middle	-0.3678794411714786	PA3864	879820	Q9HXE2		transcriptional regulator	M10	Q9HXE2	['GO:0003677']	False	False	False	False
dauB		0.4915874119786877	Output		PA3862	879805	Q9HXE4		NAD(P)H-dependent anabolic L-arginine dehydrogenase DauB	M10	Q9HXE4	['GO:0016639']	False	False	False	False
dauA		0.4915874119786877	Output		PA3863	879806	Q9HXE3		FAD-dependent catabolic D-arginine dehydrogenase DauA	M10	Q9HXE3	['GO:0008718', 'GO:0000166']	False	False	False	False
argP	1.0		Input		PA4363	881413	Q9HW38	iciA	chromosome replication initiation inhibitor protein	M56	Q9HW38	['GO:0003700', 'GO:0043565']	True	False	False	False
PA4182		1.0	Output		PA4182					M56		[]	False	False	False	False
PA4181		1.0	Output		PA4181					M56		[]	False	False	False	False
PA4365		1.0	Output		PA4365					M56		[]	False	False	False	False
argR	0.973770139735402	1.0	Middle	1.0	PA0893	879434	G3XCU2		transcriptional regulator ArgR	Global regulator	G3XCU2	['GO:0001216', 'GO:0001217', 'GO:0000976']	True	False	False	False
astA		1.0	Output		PA0896	879437	P80357	aruF	arginine/ornithine succinyltransferase AI subunit	Basal machinery	P80357	['GO:0008791', 'GO:0009015']	False	False	False	False
astB		1.0	Output		PA0899	878588	O50175	aruB	succinylarginine dihydrolase	Basal machinery	O50175	['GO:0009015']	False	False	False	False
astD		1.0	Output		PA0898	883040	O50174	aruD	succinylglutamic semialdehyde dehydrogenase	Basal machinery	O50174	['GO:0043824']	False	False	False	False
astE		1.0	Output		PA0901	878165	O50177	aruE	succinylglutamate desuccinylase	Basal machinery	O50177	['GO:0016811', 'GO:0016788', 'GO:0009017', 'GO:0008270']	False	False	False	False
sstT		0.9849521957999978	Output		PA2042	878429	Q9I273		serine/threonine transporter SstT	Basal machinery	Q9I273	['GO:0005295']	False	False	False	False
PA3934		0.9849521957999978	Output		PA3934					Basal machinery		[]	False	False	False	False
alr		1.0	Output		PA4930	878646	Q9HUN4		biosynthetic alanine racemase	Basal machinery	Q9HUN4	['GO:0008784', 'GO:0030170']	False	False	False	False
PA4757		1.0	Output		PA4757					Basal machinery		[]	False	False	False	False
PA4754		1.0	Output		PA4754					Basal machinery		[]	False	False	False	False
aotO		1.0	Output		PA0891	877572	G3XCZ4		hypothetical protein	Basal machinery	G3XCZ4	['GO:0016788', 'GO:0046872']	False	False	False	False
PA0328		0.9849521957999978	Output		PA0328					Basal machinery		[]	False	False	False	False
argG		0.9849521957999978	Output		PA3525	878872	Q9HY84		argininosuccinate synthase	Basal machinery	Q9HY84	['GO:0004055', 'GO:0005524']	False	False	False	False
PA5152		0.9849521957999978	Output		PA5152					Basal machinery		[]	False	False	False	False
PA5153		0.9849521957999978	Output		PA5153					Basal machinery		[]	False	False	False	False
PA0900		1.0	Output		PA0900					Basal machinery		[]	False	False	False	False
PA5154		1.0	Output		PA5154					Basal machinery		[]	False	False	False	False
PA5155		1.0	Output		PA5155					Basal machinery		[]	False	False	False	False
braZ		0.9849521957999978	Output		PA1971	879216	P25185		branched-chain amino acid ABC transporter	Basal machinery	P25185	['GO:0015188', 'GO:0015190', 'GO:0005304']	False	False	False	False
oprD		0.9839667514815655	Output		PA0958	881970	P32722		porin	M1	P32722	['GO:0015288', 'GO:0008236']	False	False	False	False
